Time,Day_of_week,Weather,Vehicle_type,Average_speed,Driving_Experience,Type_of_Collision,Area,Road_Alignment,Traffic_Density,Road_Condition,Temperature (°C),Accident_severity
11:16,Saturday,Clear,Bus,69.22,Intermediate,Pedestrian,Urban,Junction,High,Muddy,30.45,Slight Injury
03:52,Sunday,Windy,Bicycle,20.26,Experienced,Side,Highway,Junction,Medium,Dry,29.63,Slight Injury
08:21,Saturday,Cloudy,Auto,105.64,Novice,Pedestrian,Rural,Junction,Low,Wet,17.42,Fatal Injury
12:05,Sunday,Clear,Auto,104.98,Novice,Head-on,Urban,Junction,Medium,Dry,28.48,Fatal Injury
22:53,Thursday,Snowy,Bus,90.34,Intermediate,Vehicle overturn,Urban,Junction,Medium,Dry,8.52,Fatal Injury
05:57,Friday,Foggy,Motorcycle,111.5,Intermediate,Vehicle overturn,Rural,Junction,Low,Dry,12.18,Fatal Injury
20:59,Sunday,Clear,Truck,139.86,Intermediate,Pedestrian,Urban,Junction,Low,Muddy,38.97,Fatal Injury
03:17,Thursday,Foggy,Truck,109.69,Intermediate,Rear-end,Highway,Curve,Medium,Muddy,15.34,Fatal Injury
16:35,Saturday,Foggy,Bicycle,130.21,Intermediate,Head-on,Highway,Junction,Medium,Wet,15.94,Fatal Injury
21:18,Monday,Snowy,Truck,137.38,Experienced,Side,Urban,Curve,High,Dry,-3.88,Fatal Injury
02:50,Saturday,Snowy,Auto,20.82,Experienced,Pedestrian,Urban,Curve,Medium,Muddy,-3.82,Slight Injury
13:50,Tuesday,Windy,Bus,85.13,Intermediate,Pedestrian,Urban,Straight,Low,Wet,25.53,Serious Injury
09:32,Friday,Windy,Auto,127.09,Experienced,Pedestrian,Rural,Curve,High,Dry,30.35,Fatal Injury
06:45,Thursday,Rainy,Motorcycle,26.61,Novice,Side,Rural,Curve,Low,Dry,14.02,Slight Injury
17:04,Tuesday,Snowy,Auto,84.56,Intermediate,Vehicle overturn,Rural,Junction,Low,Muddy,3.75,Serious Injury
02:04,Sunday,Cloudy,Bus,117.27,Novice,Vehicle overturn,Urban,Curve,Low,Dry,18.47,Fatal Injury
01:21,Wednesday,Foggy,Truck,26.98,Intermediate,Vehicle overturn,Highway,Curve,High,Dry,19.8,Slight Injury
16:19,Sunday,Snowy,Auto,108.2,Intermediate,Head-on,Rural,Straight,Low,Dry,0.02,Fatal Injury
21:45,Saturday,Clear,Motorcycle,135.19,Novice,Rear-end,Urban,Straight,Low,Dry,35.93,Fatal Injury
18:16,Monday,Cloudy,Auto,99.95,Experienced,Side,Rural,Straight,Low,Wet,26.67,Fatal Injury
07:01,Thursday,Cloudy,Bus,123.94,Novice,Rear-end,Highway,Straight,Medium,Dry,27.25,Fatal Injury
13:47,Monday,Snowy,Bus,89.43,Novice,Side,Highway,Curve,Medium,Wet,2.82,Serious Injury
20:50,Thursday,Clear,Car,96.4,Experienced,Rear-end,Urban,Curve,Low,Dry,32.24,Fatal Injury
05:12,Thursday,Windy,Truck,94.01,Intermediate,Rear-end,Urban,Junction,Low,Wet,29.61,Fatal Injury
06:06,Saturday,Snowy,Truck,80.34,Novice,Head-on,Rural,Junction,High,Dry,6.21,Fatal Injury
10:08,Wednesday,Windy,Auto,115.59,Novice,Vehicle overturn,Rural,Curve,Medium,Dry,36.17,Fatal Injury
09:05,Sunday,Foggy,Motorcycle,89.27,Novice,Head-on,Rural,Junction,High,Wet,12.92,Serious Injury
06:42,Friday,Rainy,Bicycle,32.18,Experienced,Side,Rural,Curve,Medium,Muddy,10.31,Slight Injury
17:19,Wednesday,Snowy,Truck,97.46,Novice,Head-on,Rural,Junction,Low,Dry,2.47,Serious Injury
20:22,Tuesday,Windy,Car,100.87,Intermediate,Head-on,Highway,Curve,High,Dry,27.8,Fatal Injury
14:48,Wednesday,Cloudy,Truck,58.08,Intermediate,Pedestrian,Rural,Curve,Low,Wet,21.89,Slight Injury
19:23,Thursday,Snowy,Bicycle,136.32,Intermediate,Pedestrian,Rural,Straight,High,Wet,7.45,Fatal Injury
14:41,Monday,Foggy,Bus,31.9,Novice,Head-on,Urban,Junction,Low,Dry,17.92,Slight Injury
02:18,Thursday,Foggy,Car,100.17,Experienced,Side,Rural,Straight,High,Wet,18.18,Fatal Injury
09:35,Saturday,Snowy,Bus,135.36,Intermediate,Rear-end,Urban,Straight,High,Muddy,-2.79,Fatal Injury
09:58,Thursday,Clear,Bicycle,56.11,Experienced,Head-on,Highway,Junction,Medium,Muddy,34.39,Slight Injury
01:47,Friday,Cloudy,Motorcycle,115.42,Experienced,Head-on,Highway,Curve,Low,Muddy,15.59,Fatal Injury
00:36,Sunday,Cloudy,Car,44.13,Novice,Pedestrian,Urban,Junction,High,Wet,17.79,Slight Injury
10:32,Monday,Snowy,Bicycle,44.79,Intermediate,Head-on,Rural,Junction,Low,Muddy,8.69,Slight Injury
09:30,Thursday,Snowy,Bus,108.32,Experienced,Side,Rural,Junction,Low,Muddy,8.67,Fatal Injury
13:10,Monday,Windy,Motorcycle,130.9,Novice,Head-on,Urban,Straight,Medium,Muddy,39.41,Fatal Injury
07:37,Sunday,Snowy,Bus,69.02,Experienced,Head-on,Urban,Straight,Low,Muddy,-1.12,Serious Injury
19:21,Thursday,Windy,Motorcycle,105.43,Novice,Rear-end,Rural,Straight,Medium,Muddy,33.61,Fatal Injury
20:44,Tuesday,Rainy,Car,90.23,Novice,Vehicle overturn,Urban,Straight,High,Muddy,15.94,Serious Injury
08:07,Thursday,Windy,Bicycle,56.01,Novice,Head-on,Urban,Junction,Medium,Muddy,30.98,Slight Injury
13:17,Sunday,Snowy,Bus,97.7,Intermediate,Head-on,Highway,Curve,High,Muddy,-1.18,Serious Injury
16:13,Saturday,Clear,Auto,93.48,Novice,Pedestrian,Urban,Junction,Medium,Dry,28.52,Serious Injury
10:47,Saturday,Cloudy,Car,76.49,Novice,Rear-end,Urban,Junction,Low,Muddy,16.24,Serious Injury
14:49,Thursday,Cloudy,Motorcycle,95.74,Experienced,Head-on,Rural,Straight,High,Wet,19.99,Serious Injury
12:53,Wednesday,Windy,Motorcycle,132.09,Experienced,Side,Highway,Straight,Low,Dry,27.44,Fatal Injury
23:14,Tuesday,Rainy,Auto,30.72,Experienced,Vehicle overturn,Rural,Junction,Medium,Wet,13.33,Slight Injury
11:57,Monday,Foggy,Bicycle,56.62,Intermediate,Side,Rural,Junction,Medium,Dry,11.88,Slight Injury
19:04,Monday,Foggy,Truck,106.35,Intermediate,Rear-end,Highway,Junction,Low,Dry,13.16,Fatal Injury
03:31,Thursday,Clear,Bus,97.24,Novice,Pedestrian,Urban,Junction,Low,Wet,38.33,Fatal Injury
22:05,Monday,Cloudy,Bicycle,42.82,Intermediate,Pedestrian,Urban,Curve,Medium,Dry,23.72,Slight Injury
09:00,Saturday,Windy,Car,115.26,Novice,Pedestrian,Urban,Straight,Low,Muddy,36.44,Fatal Injury
10:02,Sunday,Clear,Auto,92.07,Novice,Vehicle overturn,Highway,Junction,Low,Dry,30.91,Serious Injury
22:44,Saturday,Rainy,Auto,125.06,Experienced,Vehicle overturn,Rural,Straight,Low,Muddy,13.72,Fatal Injury
23:49,Tuesday,Rainy,Bicycle,68.57,Experienced,Side,Urban,Straight,Low,Dry,16.75,Serious Injury
23:23,Friday,Clear,Bus,77.37,Novice,Side,Highway,Straight,Low,Dry,31.26,Serious Injury
18:14,Tuesday,Foggy,Truck,87.11,Intermediate,Vehicle overturn,Urban,Straight,High,Muddy,18.67,Fatal Injury
07:28,Sunday,Rainy,Auto,81.75,Experienced,Pedestrian,Rural,Junction,High,Dry,19.89,Fatal Injury
22:55,Friday,Clear,Car,66.44,Intermediate,Rear-end,Highway,Straight,High,Muddy,26.54,Slight Injury
02:21,Monday,Cloudy,Motorcycle,20.16,Experienced,Side,Rural,Curve,Medium,Wet,27.58,Slight Injury
23:41,Friday,Cloudy,Bicycle,124.04,Intermediate,Pedestrian,Rural,Straight,Medium,Wet,21.6,Fatal Injury
21:47,Saturday,Cloudy,Bicycle,84.35,Experienced,Head-on,Urban,Junction,High,Muddy,23.94,Fatal Injury
20:32,Saturday,Cloudy,Car,88.32,Experienced,Side,Urban,Straight,High,Dry,26.53,Fatal Injury
15:28,Tuesday,Rainy,Car,66.5,Experienced,Rear-end,Highway,Straight,Medium,Muddy,10.16,Serious Injury
01:04,Sunday,Cloudy,Bus,66.5,Intermediate,Pedestrian,Highway,Curve,Medium,Wet,17.83,Serious Injury
01:08,Wednesday,Foggy,Bus,53.13,Intermediate,Rear-end,Highway,Straight,Medium,Muddy,12.21,Slight Injury
13:38,Monday,Cloudy,Motorcycle,131.54,Experienced,Side,Rural,Curve,Medium,Muddy,19.84,Fatal Injury
01:28,Thursday,Rainy,Auto,64.58,Intermediate,Side,Rural,Curve,Low,Dry,19.69,Serious Injury
21:42,Friday,Windy,Bus,87.88,Novice,Side,Highway,Straight,High,Dry,36.48,Serious Injury
08:38,Friday,Rainy,Motorcycle,94.85,Experienced,Rear-end,Rural,Junction,High,Muddy,16.42,Serious Injury
04:44,Friday,Snowy,Motorcycle,83.96,Experienced,Side,Highway,Curve,Low,Wet,-0.29,Serious Injury
14:29,Sunday,Snowy,Car,62.23,Novice,Side,Urban,Straight,Low,Dry,8.11,Serious Injury
02:48,Thursday,Rainy,Bicycle,65.35,Experienced,Pedestrian,Highway,Straight,Medium,Dry,12.27,Slight Injury
22:16,Tuesday,Snowy,Bus,82.34,Novice,Vehicle overturn,Rural,Straight,Low,Muddy,1.69,Fatal Injury
17:59,Monday,Foggy,Bus,66.16,Experienced,Vehicle overturn,Urban,Straight,Low,Muddy,12.24,Slight Injury
22:10,Thursday,Rainy,Motorcycle,118.12,Experienced,Side,Rural,Junction,High,Muddy,12.03,Fatal Injury
00:38,Thursday,Snowy,Motorcycle,62.86,Experienced,Rear-end,Rural,Straight,High,Dry,5.15,Serious Injury
14:23,Saturday,Windy,Car,67.34,Intermediate,Pedestrian,Highway,Straight,Low,Muddy,39.65,Slight Injury
13:49,Monday,Cloudy,Bicycle,23.61,Novice,Rear-end,Urban,Curve,Medium,Dry,16.6,Slight Injury
16:11,Monday,Cloudy,Bus,30.22,Experienced,Rear-end,Urban,Junction,High,Wet,16.54,Slight Injury
21:24,Wednesday,Clear,Motorcycle,24.04,Novice,Head-on,Urban,Junction,Medium,Wet,36.86,Slight Injury
15:03,Thursday,Foggy,Car,66.27,Intermediate,Side,Highway,Curve,Medium,Wet,10.47,Serious Injury
22:51,Saturday,Cloudy,Car,80.02,Experienced,Rear-end,Urban,Curve,Low,Muddy,16.62,Serious Injury
20:15,Sunday,Cloudy,Bicycle,21.63,Novice,Vehicle overturn,Rural,Junction,High,Dry,17.26,Slight Injury
10:30,Thursday,Foggy,Car,92.02,Experienced,Head-on,Urban,Straight,Low,Muddy,11.59,Serious Injury
05:22,Friday,Snowy,Auto,125.29,Novice,Pedestrian,Urban,Straight,High,Wet,8.5,Fatal Injury
22:58,Wednesday,Cloudy,Auto,74.87,Experienced,Side,Highway,Junction,Medium,Dry,15.28,Serious Injury
23:05,Sunday,Cloudy,Car,30.18,Experienced,Side,Highway,Curve,Medium,Muddy,28.52,Slight Injury
12:29,Friday,Rainy,Bus,81.52,Novice,Head-on,Rural,Curve,Low,Dry,12.6,Serious Injury
20:15,Thursday,Foggy,Car,41.05,Novice,Rear-end,Rural,Curve,Low,Wet,13.34,Slight Injury
22:48,Monday,Foggy,Bicycle,80.65,Novice,Head-on,Rural,Straight,Low,Wet,12.62,Serious Injury
20:12,Thursday,Rainy,Car,91.06,Intermediate,Head-on,Rural,Straight,Medium,Wet,13.16,Serious Injury
03:13,Sunday,Foggy,Auto,123.28,Experienced,Pedestrian,Highway,Junction,Low,Wet,14.77,Fatal Injury
05:04,Thursday,Cloudy,Motorcycle,113.17,Intermediate,Vehicle overturn,Urban,Straight,Low,Muddy,21.0,Fatal Injury
21:07,Wednesday,Rainy,Car,23.77,Experienced,Pedestrian,Highway,Straight,Low,Dry,13.24,Slight Injury
01:09,Thursday,Windy,Truck,33.62,Experienced,Rear-end,Highway,Straight,Medium,Dry,33.3,Slight Injury
22:57,Saturday,Cloudy,Truck,30.57,Intermediate,Head-on,Highway,Junction,Medium,Muddy,26.41,Slight Injury
23:31,Sunday,Windy,Auto,51.82,Novice,Pedestrian,Highway,Junction,High,Wet,33.54,Slight Injury
21:54,Wednesday,Windy,Bus,81.57,Experienced,Head-on,Rural,Curve,Medium,Wet,36.82,Fatal Injury
12:44,Thursday,Rainy,Auto,138.95,Experienced,Vehicle overturn,Highway,Straight,Low,Dry,17.0,Fatal Injury
14:10,Thursday,Clear,Auto,70.36,Novice,Pedestrian,Highway,Straight,High,Dry,25.02,Serious Injury
12:04,Wednesday,Rainy,Auto,62.92,Experienced,Pedestrian,Urban,Curve,Low,Dry,14.2,Serious Injury
18:59,Tuesday,Rainy,Bus,93.19,Experienced,Rear-end,Urban,Junction,Low,Wet,13.16,Fatal Injury
13:15,Wednesday,Rainy,Truck,106.6,Experienced,Pedestrian,Rural,Straight,Low,Dry,13.82,Fatal Injury
17:01,Wednesday,Windy,Bus,26.1,Experienced,Head-on,Highway,Junction,High,Muddy,26.25,Slight Injury
20:10,Saturday,Clear,Auto,32.61,Experienced,Side,Highway,Curve,Medium,Wet,39.2,Slight Injury
18:34,Wednesday,Windy,Car,134.59,Experienced,Vehicle overturn,Rural,Curve,Low,Muddy,25.5,Fatal Injury
20:06,Friday,Foggy,Motorcycle,118.34,Intermediate,Side,Rural,Curve,Low,Muddy,12.26,Fatal Injury
18:42,Wednesday,Foggy,Bicycle,65.55,Novice,Head-on,Rural,Junction,High,Dry,14.99,Serious Injury
10:10,Monday,Snowy,Bus,56.2,Experienced,Pedestrian,Urban,Curve,Low,Dry,-2.86,Slight Injury
08:09,Saturday,Rainy,Bus,67.77,Intermediate,Vehicle overturn,Highway,Junction,Medium,Dry,16.15,Serious Injury
10:27,Monday,Snowy,Bus,67.22,Intermediate,Pedestrian,Rural,Straight,High,Muddy,-2.53,Serious Injury
12:53,Monday,Foggy,Auto,131.74,Novice,Pedestrian,Highway,Junction,Low,Dry,16.22,Fatal Injury
20:10,Tuesday,Clear,Auto,94.73,Intermediate,Rear-end,Urban,Junction,Low,Muddy,34.83,Fatal Injury
01:00,Thursday,Cloudy,Auto,71.85,Experienced,Side,Highway,Straight,Low,Muddy,18.45,Serious Injury
08:04,Sunday,Windy,Bicycle,90.29,Novice,Vehicle overturn,Highway,Junction,Medium,Dry,37.77,Serious Injury
10:30,Thursday,Foggy,Car,92.02,Experienced,Head-on,Urban,Straight,Low,Muddy,11.59,Serious Injury
04:35,Thursday,Windy,Auto,94.36,Novice,Head-on,Highway,Curve,Medium,Dry,37.54,Fatal Injury
16:12,Tuesday,Cloudy,Bicycle,30.02,Intermediate,Pedestrian,Urban,Junction,Low,Wet,20.58,Slight Injury
03:30,Tuesday,Snowy,Truck,124.47,Experienced,Rear-end,Urban,Curve,Medium,Muddy,8.68,Fatal Injury
01:42,Saturday,Snowy,Car,72.7,Intermediate,Side,Rural,Straight,Medium,Muddy,9.45,Serious Injury
21:48,Sunday,Foggy,Truck,75.45,Intermediate,Rear-end,Highway,Curve,Medium,Wet,12.71,Serious Injury
01:19,Saturday,Rainy,Bicycle,62.42,Intermediate,Head-on,Rural,Curve,High,Wet,13.19,Serious Injury
12:04,Saturday,Windy,Auto,94.41,Novice,Pedestrian,Rural,Junction,Low,Muddy,37.81,Serious Injury
20:41,Tuesday,Rainy,Bus,66.48,Intermediate,Head-on,Highway,Curve,Low,Dry,11.71,Serious Injury
11:14,Thursday,Cloudy,Truck,87.82,Novice,Pedestrian,Urban,Junction,High,Muddy,17.59,Serious Injury
01:47,Tuesday,Snowy,Motorcycle,96.86,Intermediate,Vehicle overturn,Rural,Curve,Low,Dry,9.42,Serious Injury
00:30,Friday,Clear,Truck,35.44,Intermediate,Vehicle overturn,Rural,Straight,Low,Wet,32.5,Slight Injury
23:04,Saturday,Rainy,Motorcycle,112.46,Experienced,Side,Urban,Straight,High,Muddy,18.54,Fatal Injury
00:50,Tuesday,Foggy,Bus,53.78,Intermediate,Side,Highway,Junction,Medium,Dry,13.68,Slight Injury
13:26,Saturday,Clear,Bicycle,62.18,Experienced,Rear-end,Highway,Curve,Medium,Wet,27.0,Serious Injury
05:06,Monday,Windy,Auto,106.82,Novice,Head-on,Highway,Junction,Medium,Dry,37.65,Fatal Injury
11:54,Tuesday,Foggy,Bus,69.48,Intermediate,Vehicle overturn,Highway,Straight,Low,Dry,19.45,Slight Injury
04:53,Monday,Windy,Car,112.44,Novice,Head-on,Urban,Straight,Medium,Muddy,27.69,Fatal Injury
16:01,Tuesday,Foggy,Bicycle,63.34,Experienced,Head-on,Urban,Straight,Low,Dry,18.8,Slight Injury
08:21,Saturday,Cloudy,Auto,105.64,Novice,Pedestrian,Rural,Junction,Low,Wet,17.42,Fatal Injury
05:49,Saturday,Clear,Auto,43.42,Intermediate,Vehicle overturn,Urban,Junction,Low,Wet,25.28,Slight Injury
15:41,Monday,Snowy,Motorcycle,66.7,Intermediate,Pedestrian,Urban,Straight,Low,Wet,5.4,Serious Injury
09:52,Monday,Foggy,Bus,113.08,Novice,Rear-end,Urban,Straight,Medium,Muddy,18.3,Fatal Injury
02:17,Thursday,Cloudy,Car,95.53,Intermediate,Rear-end,Urban,Curve,Medium,Dry,28.88,Fatal Injury
20:03,Monday,Clear,Bicycle,92.59,Experienced,Pedestrian,Urban,Junction,Medium,Wet,36.1,Fatal Injury
00:32,Sunday,Snowy,Auto,79.67,Novice,Rear-end,Urban,Curve,High,Dry,7.2,Serious Injury
16:36,Sunday,Clear,Car,120.92,Intermediate,Pedestrian,Rural,Curve,High,Wet,25.97,Fatal Injury
14:37,Wednesday,Cloudy,Auto,123.62,Intermediate,Rear-end,Urban,Straight,High,Muddy,23.59,Fatal Injury
15:26,Friday,Clear,Truck,93.16,Experienced,Rear-end,Rural,Curve,Medium,Wet,37.01,Fatal Injury
15:07,Tuesday,Cloudy,Car,99.01,Intermediate,Vehicle overturn,Urban,Junction,Low,Wet,26.85,Serious Injury
03:15,Sunday,Cloudy,Bus,79.59,Novice,Head-on,Rural,Straight,Medium,Dry,29.27,Serious Injury
23:26,Thursday,Rainy,Bicycle,90.25,Novice,Side,Urban,Curve,Low,Wet,18.44,Fatal Injury
06:35,Wednesday,Foggy,Truck,83.55,Experienced,Pedestrian,Highway,Curve,High,Muddy,12.46,Fatal Injury
05:16,Friday,Rainy,Truck,85.47,Novice,Head-on,Urban,Straight,Medium,Wet,10.39,Fatal Injury
03:34,Thursday,Windy,Auto,92.61,Novice,Pedestrian,Rural,Straight,High,Dry,33.3,Serious Injury
14:44,Thursday,Clear,Bus,94.88,Experienced,Pedestrian,Urban,Straight,High,Dry,31.91,Serious Injury
16:12,Monday,Rainy,Bus,23.47,Experienced,Rear-end,Urban,Straight,Low,Dry,12.76,Slight Injury
18:30,Thursday,Snowy,Bicycle,67.06,Intermediate,Pedestrian,Rural,Straight,High,Dry,0.38,Serious Injury
02:50,Wednesday,Snowy,Car,64.98,Intermediate,Pedestrian,Highway,Curve,Low,Muddy,-2.62,Slight Injury
21:53,Sunday,Foggy,Truck,23.53,Novice,Pedestrian,Rural,Straight,Low,Muddy,19.49,Slight Injury
09:10,Monday,Windy,Bus,86.36,Intermediate,Head-on,Highway,Curve,High,Dry,37.08,Fatal Injury
09:58,Sunday,Clear,Car,104.43,Experienced,Side,Urban,Curve,High,Muddy,29.87,Fatal Injury
19:05,Monday,Windy,Bicycle,68.33,Novice,Pedestrian,Highway,Junction,Medium,Wet,29.85,Serious Injury
23:22,Thursday,Snowy,Bicycle,72.97,Intermediate,Pedestrian,Highway,Junction,Low,Muddy,6.89,Serious Injury
03:13,Monday,Snowy,Car,82.73,Novice,Head-on,Urban,Junction,Low,Muddy,2.93,Serious Injury
01:34,Thursday,Cloudy,Bus,73.7,Novice,Pedestrian,Highway,Curve,High,Dry,29.85,Serious Injury
11:18,Saturday,Snowy,Auto,109.55,Experienced,Head-on,Urban,Curve,Medium,Muddy,-1.08,Fatal Injury
05:40,Monday,Windy,Auto,111.39,Novice,Vehicle overturn,Rural,Straight,Medium,Muddy,27.19,Fatal Injury
16:51,Monday,Cloudy,Truck,26.14,Novice,Side,Highway,Straight,Low,Wet,26.17,Slight Injury
23:17,Thursday,Clear,Car,90.74,Experienced,Head-on,Rural,Junction,Low,Muddy,36.65,Fatal Injury
22:17,Wednesday,Snowy,Motorcycle,65.47,Novice,Side,Urban,Straight,High,Dry,-3.44,Slight Injury
06:06,Monday,Cloudy,Bicycle,74.88,Intermediate,Side,Urban,Curve,Medium,Dry,18.6,Serious Injury
02:56,Saturday,Clear,Bicycle,65.84,Intermediate,Rear-end,Highway,Straight,High,Muddy,26.37,Serious Injury
16:29,Monday,Foggy,Motorcycle,127.07,Experienced,Vehicle overturn,Highway,Straight,Low,Wet,12.15,Fatal Injury
14:56,Wednesday,Clear,Car,98.69,Intermediate,Head-on,Highway,Straight,High,Muddy,29.28,Fatal Injury
02:45,Friday,Cloudy,Motorcycle,137.64,Intermediate,Vehicle overturn,Urban,Junction,High,Muddy,28.98,Fatal Injury
13:58,Tuesday,Rainy,Auto,102.89,Intermediate,Head-on,Rural,Curve,Low,Wet,14.04,Fatal Injury
12:50,Friday,Windy,Auto,125.85,Novice,Side,Urban,Straight,Low,Wet,29.89,Fatal Injury
09:37,Thursday,Clear,Truck,89.0,Experienced,Head-on,Rural,Junction,Medium,Wet,35.9,Serious Injury
02:35,Wednesday,Clear,Car,83.15,Intermediate,Rear-end,Highway,Straight,Medium,Dry,30.89,Serious Injury
13:16,Saturday,Cloudy,Bus,119.54,Intermediate,Head-on,Urban,Curve,Low,Wet,23.1,Fatal Injury
08:24,Monday,Clear,Truck,129.59,Novice,Side,Rural,Straight,Medium,Muddy,38.42,Fatal Injury
13:41,Sunday,Cloudy,Bicycle,92.94,Novice,Rear-end,Highway,Straight,Medium,Muddy,21.21,Fatal Injury
14:10,Wednesday,Rainy,Bicycle,128.11,Experienced,Vehicle overturn,Rural,Straight,Low,Wet,15.75,Fatal Injury
16:18,Sunday,Cloudy,Bus,69.06,Experienced,Side,Urban,Junction,Medium,Wet,27.58,Slight Injury
12:34,Tuesday,Clear,Bus,78.77,Novice,Rear-end,Highway,Curve,Low,Wet,27.36,Serious Injury
10:05,Tuesday,Cloudy,Truck,55.37,Novice,Head-on,Rural,Straight,Medium,Wet,26.63,Slight Injury
09:44,Friday,Rainy,Bus,67.64,Intermediate,Side,Urban,Curve,Medium,Dry,10.28,Slight Injury
07:00,Saturday,Cloudy,Truck,55.06,Novice,Rear-end,Rural,Junction,Low,Muddy,16.94,Slight Injury
08:59,Saturday,Foggy,Motorcycle,93.67,Experienced,Side,Highway,Straight,Medium,Wet,19.26,Fatal Injury
12:08,Saturday,Clear,Bicycle,94.9,Novice,Pedestrian,Highway,Curve,High,Dry,27.07,Fatal Injury
20:41,Wednesday,Cloudy,Car,22.35,Novice,Head-on,Urban,Curve,Low,Wet,23.84,Slight Injury
22:50,Tuesday,Cloudy,Motorcycle,92.39,Experienced,Head-on,Urban,Junction,Medium,Wet,19.35,Serious Injury
01:58,Sunday,Clear,Bus,127.98,Experienced,Vehicle overturn,Highway,Curve,High,Wet,37.56,Fatal Injury
07:30,Thursday,Cloudy,Bicycle,81.78,Intermediate,Side,Rural,Junction,High,Wet,23.24,Serious Injury
18:04,Friday,Cloudy,Bicycle,70.4,Experienced,Rear-end,Urban,Curve,Low,Dry,26.63,Serious Injury
07:10,Sunday,Clear,Motorcycle,107.59,Intermediate,Head-on,Highway,Junction,Medium,Wet,29.91,Fatal Injury
21:37,Sunday,Windy,Car,68.54,Novice,Rear-end,Highway,Curve,Medium,Muddy,35.97,Slight Injury
15:24,Tuesday,Snowy,Bicycle,77.22,Novice,Vehicle overturn,Rural,Curve,Medium,Dry,4.32,Serious Injury
03:30,Thursday,Windy,Car,115.89,Experienced,Side,Highway,Junction,Medium,Wet,33.44,Fatal Injury
05:10,Saturday,Rainy,Car,74.59,Novice,Rear-end,Urban,Junction,Medium,Muddy,14.15,Serious Injury
11:42,Tuesday,Cloudy,Motorcycle,98.28,Experienced,Rear-end,Highway,Junction,High,Muddy,22.88,Fatal Injury
06:06,Monday,Cloudy,Bicycle,74.88,Intermediate,Side,Urban,Curve,Medium,Dry,18.6,Serious Injury
13:42,Sunday,Cloudy,Motorcycle,84.13,Intermediate,Rear-end,Urban,Curve,High,Dry,16.97,Fatal Injury
12:47,Sunday,Cloudy,Bicycle,107.58,Novice,Rear-end,Highway,Junction,High,Muddy,24.91,Fatal Injury
10:40,Tuesday,Foggy,Truck,110.0,Intermediate,Pedestrian,Urban,Straight,Medium,Dry,11.28,Fatal Injury
13:24,Monday,Snowy,Bus,96.26,Intermediate,Pedestrian,Urban,Curve,Low,Wet,0.05,Serious Injury
01:47,Tuesday,Snowy,Auto,52.84,Novice,Side,Urban,Straight,Low,Dry,5.02,Slight Injury
08:27,Monday,Clear,Bicycle,110.79,Intermediate,Vehicle overturn,Rural,Curve,High,Dry,34.05,Fatal Injury
18:25,Saturday,Foggy,Truck,50.01,Intermediate,Vehicle overturn,Urban,Straight,High,Dry,14.64,Slight Injury
03:53,Saturday,Clear,Car,136.17,Intermediate,Side,Rural,Junction,High,Muddy,34.14,Fatal Injury
13:09,Monday,Clear,Bicycle,92.47,Novice,Vehicle overturn,Highway,Junction,High,Muddy,38.16,Serious Injury
14:24,Saturday,Foggy,Bicycle,104.01,Intermediate,Pedestrian,Urban,Straight,Medium,Dry,17.31,Fatal Injury
00:12,Monday,Clear,Motorcycle,101.56,Experienced,Vehicle overturn,Rural,Junction,Low,Dry,32.72,Fatal Injury
06:47,Sunday,Cloudy,Bus,122.26,Experienced,Pedestrian,Rural,Junction,Low,Dry,26.08,Fatal Injury
01:20,Tuesday,Clear,Auto,109.18,Novice,Head-on,Rural,Curve,Low,Wet,35.46,Fatal Injury
01:18,Thursday,Snowy,Bus,68.13,Novice,Pedestrian,Urban,Junction,Medium,Dry,0.71,Serious Injury
19:14,Wednesday,Cloudy,Bicycle,20.29,Experienced,Head-on,Urban,Junction,Low,Wet,19.81,Slight Injury
05:54,Thursday,Clear,Bus,25.5,Intermediate,Vehicle overturn,Highway,Curve,Low,Wet,30.4,Slight Injury
06:47,Saturday,Windy,Truck,92.75,Intermediate,Rear-end,Highway,Curve,Medium,Muddy,35.85,Serious Injury
09:53,Friday,Snowy,Truck,45.77,Intermediate,Side,Urban,Curve,Low,Dry,9.73,Slight Injury
17:16,Sunday,Foggy,Auto,96.19,Novice,Side,Rural,Junction,High,Wet,11.42,Serious Injury
13:04,Monday,Clear,Car,82.3,Novice,Vehicle overturn,Rural,Curve,High,Wet,26.71,Serious Injury
08:27,Saturday,Snowy,Bus,39.33,Intermediate,Head-on,Urban,Junction,Low,Dry,-0.55,Slight Injury
17:35,Monday,Cloudy,Bus,27.87,Intermediate,Vehicle overturn,Rural,Curve,Medium,Muddy,23.69,Slight Injury
01:22,Wednesday,Snowy,Car,118.86,Intermediate,Rear-end,Urban,Junction,Medium,Muddy,-2.76,Fatal Injury
04:16,Thursday,Snowy,Truck,25.52,Intermediate,Rear-end,Rural,Straight,High,Wet,5.06,Slight Injury
07:06,Monday,Cloudy,Bicycle,83.64,Novice,Side,Urban,Straight,High,Muddy,21.61,Serious Injury
01:35,Saturday,Rainy,Bus,36.86,Experienced,Side,Rural,Curve,Low,Muddy,12.09,Slight Injury
17:35,Tuesday,Foggy,Truck,66.15,Intermediate,Rear-end,Rural,Junction,High,Muddy,10.68,Serious Injury
16:10,Saturday,Rainy,Bus,51.7,Experienced,Side,Urban,Straight,Low,Muddy,12.66,Slight Injury
